name,id,race,flavors1,flavors2,flavors3,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5,negativeeffects1,negativeeffects2,negativeeffects3,negativeeffects4,negativeeffects5,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
Plushberry,1583,indica,Berry,Sweet,Flowery,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Pluto Kush,1584,indica,Blueberry,Flowery,Berry,Relaxed,Hungry,Euphoric,Creative,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Nausea,
Poison Haze,1585,sativa,Citrus,Orange,Spicy/Herbal,Relaxed,Happy,Energetic,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Pokie,1586,indica,Butter,Cheese,Citrus,Relaxed,Euphoric,Happy,Creative,Focused,Dizzy,Dry Mouth,Paranoid,Anxious,,Depression,Pain,Stress,Cramps,Headaches,
Poochie Love,1587,sativa,Earthy,Pungent,Skunk,Euphoric,Happy,Creative,Energetic,Focused,,,,,,,,,,,
Pop Rox,1588,hybrid,Citrus,Grape,Lemon,Euphoric,Creative,Uplifted,Aroused,,Dry Eyes,,,,,Insomnia,Lack of Appetite,Fatigue,Eye Pressure,Muscle Spasms,
Popcorn Kush,1589,indica,Sweet,Butter,Earthy,Relaxed,Hungry,Happy,Sleepy,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Pot of Gold,1590,indica,Skunk,Earthy,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Headaches
Power Kush,1591,indica,Sweet,Flowery,Lime,Relaxed,Euphoric,Creative,Sleepy,Focused,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Insomnia,Stress,Nausea,Headache,Fatigue,Muscle Spasms
Power Plant,1592,sativa,Earthy,Pungent,Woody,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Fatigue,Inflammation
Pre-98 Bubba Kush,1593,indica,Earthy,Coffee,Pine,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Inflammation,
Predator Pink,1594,hybrid,Earthy,Sweet,Berry,Relaxed,Hungry,Euphoric,Happy,,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Stress,Cramps,Nausea,Muscle Spasms,
Presidential OG,1595,indica,Earthy,Pine,Woody,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Primus,1596,indica,Sweet,Citrus,Pungent,Relaxed,Euphoric,Happy,Uplifted,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Princesss Tiara,1597,hybrid,Earthy,Sweet,,Happy,Energetic,Talkative,Uplifted,Giggly,,,,,,Depression,Stress,Fatigue,,,
Professor Chaos,1598,hybrid,Citrus,Pine,Pungent,Relaxed,Happy,Creative,Energetic,Uplifted,Dry Eyes,,,,,Depression,Insomnia,Pain,Stress,Headaches,
Project Blue Book,1599,hybrid,Berry,Sweet,Earthy,Euphoric,Happy,Creative,Uplifted,Focused,Dry Mouth,Dry Eyes,Anxious,,,Depression,Pain,Stress,Inflammation,Muscle Spasms,
Proper BHO Shatter,1600,indica,Butter,Woody,Berry,Relaxed,Euphoric,Creative,Energetic,Focused,Dry Mouth,Paranoid,Anxious,,,,,,,,
Puna Buddaz,1602,indica,Tropical,Pungent,Skunk,Happy,Creative,Uplifted,,,Dizzy,Dry Eyes,Anxious,,,Pain,Stress,Cramps,Lack of Appetite,Inflammation,
Puna Budder,1603,hybrid,Pine,Skunk,Tropical,Euphoric,Happy,Energetic,Uplifted,Giggly,,,,,,Stress,Cramps,Lack of Appetite,Nausea,Muscle Spasms,
Punky Lion,1604,indica,Earthy,Woody,Sweet,Relaxed,Hungry,Euphoric,Sleepy,,Dry Mouth,Paranoid,,,,Pain,Stress,Inflammation,Spasticity,Muscle Spasms,
Pure Afghan,1605,indica,Earthy,Woody,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Pure Kush,1606,indica,Earthy,Skunk,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Stress,Cramps,Lack of Appetite,Nausea,Headache
Pure OG,1607,indica,Earthy,Pine,Flowery,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Nausea,Headache,Inflammation
Pure Power Plant,1608,hybrid,Citrus,Earthy,Pungent,Relaxed,Happy,Creative,Energetic,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Fatigue,Headaches
Purple AK-47,1609,hybrid,Pine,Pungent,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Purple Afghani,1610,indica,Spicy/Herbal,Grape,Earthy,Relaxed,Hungry,Happy,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Headache,Fatigue,Headaches
Purple Alien OG,1611,hybrid,Sweet,Earthy,Berry,Relaxed,Hungry,Euphoric,Sleepy,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Nausea,
Purple Arrow,1612,hybrid,Earthy,Sweet,Citrus,Happy,Energetic,Uplifted,Sleepy,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Headaches,Muscle Spasms
Purple Berry,1614,indica,Berry,Blueberry,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Purple Bubba,1615,indica,Berry,Grape,Earthy,Relaxed,Hungry,Happy,Tingly,Sleepy,Dry Mouth,Dry Eyes,,,,Lack of Appetite,Fatigue,Eye Pressure,Inflammation,Muscle Spasms,
Purple Bud,1616,indica,Sweet,Pine,Citrus,Relaxed,Euphoric,Happy,Talkative,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Eye Pressure,Muscle Spasms,
Purple Buddha,1617,indica,Berry,Sweet,Grape,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Purple Bush,1618,indica,Berry,Sweet,Flowery,Relaxed,Euphoric,Creative,Sleepy,Focused,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Purple Candy,1619,indica,Sweet,Grape,Earthy,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Purple Champagne,1620,sativa,Berry,Sweet,Grape,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Purple Cheddar,1621,indica,Grape,Sweet,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Purple Cheese,1622,hybrid,Cheese,Earthy,Grape,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Purple Chemdawg,1623,indica,Grape,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Purple Cotton Candy,1624,indica,Earthy,Berry,Sweet,Relaxed,Euphoric,Happy,Uplifted,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Stress,Lack of Appetite,Headache,Eye Pressure
Purple Cow,1625,sativa,Berry,Mango,Sweet,Euphoric,Uplifted,Focused,,,,,,,,Fatigue,,,,,
Purple Crack,1626,hybrid,Earthy,Pungent,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Headaches,
Purple Cream,1627,indica,Pine,Tropical,Rose,Relaxed,Hungry,Tingly,Sleepy,,Dizzy,Dry Mouth,Paranoid,Anxious,,Depression,Insomnia,Stress,Headache,Fatigue,Headaches
Purple Diesel,1628,hybrid,Diesel,Sweet,Grape,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Muscle Spasms,
Purple Dog Shit,1629,hybrid,Grape,Pungent,Earthy,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
Purple Dragon,1630,indica,Sweet,Flowery,Earthy,Relaxed,Euphoric,Happy,Sleepy,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Purple Dream,1631,hybrid,Grape,Sweet,Berry,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Purple Elephant,1632,indica,Earthy,Sweet,Pungent,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Purple Goat,1633,hybrid,Berry,Earthy,Sweet,Happy,Creative,Energetic,Uplifted,Focused,,,,,,Depression,Insomnia,Pain,Stress,,
Purple Goo,1634,indica,Flowery,Sweet,Lavender,Relaxed,Hungry,Euphoric,Happy,Talkative,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Purple Gorilla,1635,hybrid,Sweet,Grape,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Nausea,Headache,Muscle Spasms
Purple Hashplant,1636,hybrid,Earthy,Sweet,Berry,Relaxed,Euphoric,Happy,Creative,Tingly,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Stress,Lack of Appetite,Nausea,Headache
Purple Haze,1637,sativa,Sweet,Earthy,Berry,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Purple Headband,1638,hybrid,Berry,Pungent,Earthy,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headaches,
Purple Hindu Kush,1639,indica,Earthy,Berry,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Purple Ice,1640,hybrid,Sweet,Earthy,Berry,Relaxed,Euphoric,Happy,Creative,Tingly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Purple Jack,1641,hybrid,Pine,Sweet,Citrus,Relaxed,Euphoric,Creative,Uplifted,Focused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Purple Jolly Rancher,1642,indica,Tropical,Citrus,Spicy/Herbal,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,Anxious,,,Depression,Insomnia,Pain,Nausea,Headaches,
Purple Kush,1643,indica,Earthy,Grape,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Purple Martian Kush,1645,indica,Berry,Sweet,Grape,Relaxed,Euphoric,Creative,Tingly,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headaches,
Purple Maui,1646,hybrid,Grape,Pine,Earthy,Relaxed,Happy,Energetic,Uplifted,Focused,Paranoid,Anxious,,,,Depression,Stress,Nausea,Fatigue,Headaches,
Purple Monkey Balls,1647,indica,Grape,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Anxious,,,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
Purple Mr. Nice,1648,indica,Earthy,Grape,Sweet,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Purple Nepal,1649,indica,Pungent,Grape,Berry,Relaxed,Happy,Sleepy,,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Purple OG Kush,1650,indica,Grape,Pungent,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Cramps,Lack of Appetite,Headache
Purple Panty Dropper,1652,indica,Grape,Berry,Pungent,Relaxed,Euphoric,Happy,Giggly,Aroused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headaches,Muscle Spasms,
Purple Paralysis,1653,hybrid,Earthy,Lavender,Honey,Relaxed,Euphoric,Sleepy,,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Purple Passion,1654,indica,Earthy,Spicy/Herbal,Flowery,Relaxed,Happy,Creative,Sleepy,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
Purple People Eater,1655,indica,Grape,,,Relaxed,Euphoric,Creative,Uplifted,Focused,,,,,,Depression,Stress,,,,
Purple Power,1657,sativa,Earthy,Lavender,Sweet,Relaxed,Happy,Energetic,Talkative,Uplifted,,,,,,Depression,Stress,Cramps,Lack of Appetite,Headaches,
Purple Princess,1658,hybrid,Sweet,Earthy,Flowery,Relaxed,Hungry,Euphoric,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Fatigue,
Purple Punch,1659,indica,Sweet,Grape,Berry,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Nausea,
Purple Rhino,1660,hybrid,Sweet,Berry,Pine,Relaxed,Hungry,Euphoric,Happy,Tingly,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Purple Sage,1661,hybrid,Sage,Sweet,Earthy,Euphoric,Happy,Creative,Uplifted,Aroused,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Fatigue,
Purple Skunk,1662,hybrid,Earthy,Pungent,Skunk,Happy,Creative,Focused,Giggly,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Stress,Lack of Appetite,Headache,Headaches,Muscle Spasms
Purple Sour Diesel,1663,hybrid,Diesel,Grape,Pungent,Relaxed,Euphoric,Happy,Uplifted,,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Headache,Eye Pressure,Inflammation
Purple Star,1664,indica,Berry,Citrus,Pine,Hungry,Tingly,Sleepy,,,Dry Mouth,Anxious,,,,Depression,Insomnia,Pain,Headaches,Muscle Spasms,
Purple Swish,1665,indica,Sweet,,,Relaxed,Hungry,Sleepy,Giggly,,,,,,,,,,,,
Purple Tangie,1666,sativa,Citrus,Orange,Sweet,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Purple Tears,1667,hybrid,Berry,Diesel,Pungent,Relaxed,Hungry,Happy,Sleepy,,Dry Mouth,,,,,Depression,Insomnia,Cramps,Headaches,Eye Pressure,
Purple Thai,1668,sativa,Earthy,Citrus,Sweet,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Purple Tonic,1670,indica,Blueberry,Nutty,Tree Fruit,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,,
Purple Trainwreck,1671,hybrid,Earthy,Grape,Berry,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Purple Urkle,1672,indica,Sweet,Berry,Grape,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Headaches,
Purple Voodoo,1673,hybrid,Berry,Pungent,Flowery,Relaxed,Euphoric,Happy,Creative,Energetic,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Inflammation
Purple Widow,1674,hybrid,Earthy,Woody,Diesel,Relaxed,Happy,Creative,Focused,,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Lack of Appetite,Inflammation,
Purple Wreck,1675,indica,Grape,Sweet,Earthy,Relaxed,Euphoric,Happy,Creative,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Q3,1676,sativa,Tree Fruit,Apple,Apricot,Happy,Uplifted,Tingly,Giggly,,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,,
Qleaner,1677,hybrid,Citrus,Tropical,Chemical,Euphoric,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Nausea,Headache,Headaches
Qrazy Train,1678,hybrid,Earthy,Pungent,Diesel,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
Quantum Kush,1679,sativa,Earthy,Sweet,Pungent,Relaxed,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Quebec Gold,1680,hybrid,Pungent,Skunk,Citrus,Relaxed,Euphoric,Happy,Energetic,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Queen's Panties,1681,hybrid,Citrus,,,Relaxed,Happy,Creative,Energetic,Talkative,,,,,,Insomnia,Stress,,,,
Querkle,1682,indica,Berry,Sweet,Earthy,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Queso,1683,hybrid,Cheese,Earthy,Skunk,Tingly,Sleepy,,,,Dry Mouth,Paranoid,Anxious,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Quin-N-Tonic,1684,indica,Blueberry,Sweet,Pungent,Relaxed,Hungry,Happy,Tingly,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Lack of Appetite,Nausea,
Qush,1685,indica,Flowery,Citrus,Pungent,Relaxed,Hungry,Happy,Uplifted,Sleepy,,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
R-4,1686,hybrid,Earthy,Nutty,Butter,Relaxed,Happy,Uplifted,,,,,,,,Depression,Pain,Cramps,Nausea,Inflammation,
Rainbow,1688,hybrid,Sweet,Tropical,Pineapple,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Nausea,Muscle Spasms,
Rainbow Jones,1689,indica,Citrus,Diesel,Grape,Relaxed,Happy,Talkative,Uplifted,Aroused,,,,,,Depression,Stress,Lack of Appetite,Headaches,Inflammation,
Rare Dankness #1,1690,indica,Earthy,Berry,Pine,Relaxed,Euphoric,Happy,Creative,Giggly,Dry Mouth,,,,,Depression,Pain,Stress,Fatigue,Muscle Spasms,
Rare Darkness,1691,indica,Grape,Sweet,Berry,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Raskal OG,1692,hybrid,Earthy,Lemon,Pungent,Relaxed,Euphoric,Happy,Focused,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Raspberry Cough,1693,sativa,Berry,Earthy,Sweet,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Nausea,Headaches,
Raspberry Kush,1694,indica,Berry,Sweet,Flowery,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Raw Diesel,1695,hybrid,Diesel,Earthy,Citrus,Relaxed,Hungry,Uplifted,Sleepy,,Dry Mouth,,,,,Depression,Pain,Stress,Nausea,Headaches,
Ray Charles,1696,indica,Earthy,Sweet,Pungent,Relaxed,Euphoric,Happy,Tingly,Sleepy,,,,,,Depression,Insomnia,Pain,Stress,Eye Pressure,
Rebel Berry OG,1697,hybrid,Blueberry,Apple,Berry,Euphoric,Happy,Uplifted,Giggly,Aroused,,,,,,Depression,Insomnia,Cramps,Lack of Appetite,Headaches,
Reclining Buddha,1699,indica,Flowery,Pungent,Citrus,Relaxed,Euphoric,Happy,Creative,Giggly,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Stress,Headaches,Inflammation,
Recon,1700,indica,Sweet,Earthy,Woody,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Insomnia,Pain,Nausea,Inflammation,Muscle Spasms,
Red Cherry Berry,1701,hybrid,Berry,Earthy,Pungent,Relaxed,Euphoric,Happy,Sleepy,Giggly,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
Red Congolese,1702,sativa,Sweet,Earthy,Spicy/Herbal,Happy,Creative,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Inflammation,
Red Diesel,1703,hybrid,Diesel,Earthy,Sweet,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Red Dragon,1704,hybrid,Sweet,Woody,Earthy,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Nausea,Headache,Muscle Spasms
Red Dwarf,1705,indica,Skunk,Earthy,Flowery,Relaxed,Euphoric,Happy,Talkative,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Red Eye OG,1706,indica,Earthy,Pungent,Citrus,Relaxed,Euphoric,Happy,Sleepy,,Dizzy,Dry Mouth,Dry Eyes,,,Insomnia,Pain,Stress,Fatigue,Inflammation,
Red Haze,1707,sativa,Earthy,Sweet,Woody,Relaxed,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Red Headed Stranger,1708,sativa,Citrus,Spicy/Herbal,Sweet,Happy,Creative,Energetic,Uplifted,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Red Poison,1709,hybrid,Sweet,Earthy,Woody,Relaxed,Euphoric,Happy,Talkative,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Red Widow,1710,hybrid,Butter,Skunk,Tropical,Relaxed,Happy,Energetic,Uplifted,Focused,,,,,,,,,,,
Redwood Kush,1713,indica,Woody,Pine,Sweet,Relaxed,Euphoric,Uplifted,Focused,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Lack of Appetite,Nausea,Headache,Headaches
Remedy,1714,indica,Citrus,Earthy,Woody,Relaxed,Hungry,Happy,Sleepy,Focused,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Inflammation,
Rene,1715,hybrid,Earthy,Citrus,Pine,Relaxed,Hungry,Happy,Uplifted,Aroused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Inflammation,
Rene Mist,1716,hybrid,Rose,Pungent,Skunk,Relaxed,Hungry,Happy,Talkative,Aroused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Inflammation,
Richie Rich,1717,hybrid,Sweet,Lemon,Mango,Relaxed,Hungry,Euphoric,Happy,,Dry Mouth,Dry Eyes,,,,Pain,Stress,Cramps,Headaches,Eye Pressure,
Riddler OG,1718,hybrid,Earthy,Flowery,Pungent,Creative,Aroused,,,,Dizzy,Dry Eyes,Anxious,,,Depression,Insomnia,Lack of Appetite,Headaches,Inflammation,
Ringo's Gift,1721,hybrid,Earthy,Pine,Sweet,Relaxed,Happy,Uplifted,Focused,,Dry Mouth,Dry Eyes,Anxious,,,Pain,Stress,Fatigue,Headaches,Inflammation,
Rip City Purps,1722,indica,Earthy,Flowery,Grape,Relaxed,Euphoric,Happy,Creative,Sleepy,,,,,,Depression,Insomnia,Cramps,Inflammation,Muscle Spasms,
Ripped Bubba,1723,hybrid,Sweet,Citrus,Lemon,Relaxed,Hungry,Euphoric,Happy,,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Headaches
Rob Ford Kush,1724,hybrid,Skunk,Earthy,Pungent,Relaxed,Hungry,Euphoric,Happy,Giggly,,,,,,Insomnia,Pain,Stress,Lack of Appetite,Nausea,
Robert Plant,1725,sativa,Blueberry,Earthy,Honey,Relaxed,Happy,Energetic,Uplifted,Giggly,,,,,,Depression,Pain,Stress,Fatigue,Headaches,
Rockbud,1726,indica,Skunk,Pungent,Blue Cheese,Relaxed,Euphoric,Happy,Creative,Sleepy,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Pain,Nausea,Headache,Eye Pressure
Rocklock,1727,indica,Sweet,Lavender,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Pain,Lack of Appetite,Nausea,Headache,Fatigue
Rockstar,1728,indica,Earthy,Pungent,Spicy/Herbal,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Headaches,
