id,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
1609,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1610,Insomnia,Pain,Stress,Headache,Fatigue,Headaches
1611,Depression,Insomnia,Pain,Stress,Nausea,
1612,Depression,Pain,Stress,Headache,Headaches,Muscle Spasms
1614,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1615,Lack of Appetite,Fatigue,Eye Pressure,Inflammation,Muscle Spasms,
1616,Depression,Pain,Stress,Eye Pressure,Muscle Spasms,
1617,Depression,Insomnia,Pain,Stress,Headache,Headaches
1618,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1619,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1620,Depression,Pain,Stress,Fatigue,Headaches,
1621,Depression,Insomnia,Pain,Stress,Headache,Headaches
1622,Depression,Insomnia,Pain,Stress,Headache,Headaches
1623,Depression,Insomnia,Pain,Stress,Headache,Headaches
1624,Depression,Insomnia,Stress,Lack of Appetite,Headache,Eye Pressure
1625,Fatigue,,,,,
1626,Depression,Insomnia,Pain,Stress,Headaches,
1627,Depression,Insomnia,Stress,Headache,Fatigue,Headaches
1628,Depression,Pain,Stress,Fatigue,Muscle Spasms,
1629,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
1630,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1631,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1632,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1633,Depression,Insomnia,Pain,Stress,,
1634,Depression,Insomnia,Pain,Stress,Headache,Headaches
1635,Insomnia,Pain,Stress,Nausea,Headache,Muscle Spasms
1636,Depression,Insomnia,Stress,Lack of Appetite,Nausea,Headache
1637,Depression,Pain,Stress,Fatigue,Headaches,
1638,Depression,Insomnia,Pain,Stress,Headaches,
1639,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1640,Depression,Insomnia,Pain,Stress,Nausea,Headache
1641,Depression,Insomnia,Pain,Stress,Headache,Fatigue
1642,Depression,Insomnia,Pain,Nausea,Headaches,
1643,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1645,Depression,Insomnia,Pain,Stress,Headaches,
1646,Depression,Stress,Nausea,Fatigue,Headaches,
1647,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
1648,Depression,Insomnia,Pain,Stress,Nausea,Headache
1649,Depression,Insomnia,Pain,Stress,Headache,Headaches
1650,Depression,Pain,Stress,Cramps,Lack of Appetite,Headache
1652,Depression,Pain,Stress,Headaches,Muscle Spasms,
1653,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1654,Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
1655,Depression,Stress,,,,
1657,Depression,Stress,Cramps,Lack of Appetite,Headaches,
1658,Depression,Insomnia,Pain,Stress,Fatigue,
1659,Depression,Insomnia,Pain,Stress,Nausea,
1660,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1661,Depression,Insomnia,Pain,Stress,Fatigue,
1662,Depression,Stress,Lack of Appetite,Headache,Headaches,Muscle Spasms
1663,Depression,Pain,Stress,Headache,Eye Pressure,Inflammation
1664,Depression,Insomnia,Pain,Headaches,Muscle Spasms,
1665,,,,,,
1666,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1667,Depression,Insomnia,Cramps,Headaches,Eye Pressure,
1668,Depression,Pain,Stress,Fatigue,Headaches,
1670,Depression,Insomnia,Pain,Stress,,
1671,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1672,Depression,Insomnia,Pain,Stress,Headaches,
1673,Depression,Pain,Stress,Lack of Appetite,Headache,Inflammation
1674,Depression,Pain,Stress,Lack of Appetite,Inflammation,
1675,Depression,Insomnia,Pain,Stress,Muscle Spasms,
1676,Depression,Insomnia,Pain,Stress,,
1677,Depression,Pain,Stress,Nausea,Headache,Headaches
1678,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
1679,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1680,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1681,Insomnia,Stress,,,,
1682,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1683,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1684,Depression,Pain,Stress,Lack of Appetite,Nausea,
1685,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1686,Depression,Pain,Cramps,Nausea,Inflammation,
1688,Depression,Pain,Stress,Nausea,Muscle Spasms,
1689,Depression,Stress,Lack of Appetite,Headaches,Inflammation,
1690,Depression,Pain,Stress,Fatigue,Muscle Spasms,
1691,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1692,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1693,Depression,Pain,Stress,Nausea,Headaches,
1694,Depression,Insomnia,Pain,Stress,Nausea,Headache
1695,Depression,Pain,Stress,Nausea,Headaches,
1696,Depression,Insomnia,Pain,Stress,Eye Pressure,
1697,Depression,Insomnia,Cramps,Lack of Appetite,Headaches,
1699,Depression,Insomnia,Stress,Headaches,Inflammation,
1700,Insomnia,Pain,Nausea,Inflammation,Muscle Spasms,
1701,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
1702,Depression,Pain,Stress,Fatigue,Inflammation,
1703,Depression,Pain,Stress,Fatigue,Headaches,
1704,Depression,Pain,Stress,Nausea,Headache,Muscle Spasms
1705,Depression,Insomnia,Pain,Stress,Headache,Inflammation
1706,Insomnia,Pain,Stress,Fatigue,Inflammation,
1707,Depression,Insomnia,Pain,Stress,Headache,Fatigue
1708,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1709,Depression,Insomnia,Pain,Stress,Muscle Spasms,
1710,,,,,,
1713,Insomnia,Pain,Lack of Appetite,Nausea,Headache,Headaches
1714,Depression,Insomnia,Pain,Stress,Inflammation,
1715,Depression,Pain,Stress,Lack of Appetite,Inflammation,
1716,Depression,Pain,Stress,Lack of Appetite,Inflammation,
1717,Pain,Stress,Cramps,Headaches,Eye Pressure,
1718,Depression,Insomnia,Lack of Appetite,Headaches,Inflammation,
1721,Pain,Stress,Fatigue,Headaches,Inflammation,
1722,Depression,Insomnia,Cramps,Inflammation,Muscle Spasms,
1723,Insomnia,Pain,Stress,Lack of Appetite,Headache,Headaches
1724,Insomnia,Pain,Stress,Lack of Appetite,Nausea,
1725,Depression,Pain,Stress,Fatigue,Headaches,
1726,Depression,Insomnia,Pain,Nausea,Headache,Eye Pressure
1727,Depression,Pain,Lack of Appetite,Nausea,Headache,Fatigue
1728,Depression,Insomnia,Pain,Stress,Headaches,
1729,Depression,Insomnia,Stress,Lack of Appetite,Inflammation,
1730,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1732,Depression,Insomnia,Stress,Cramps,Fatigue,
1733,Pain,Stress,Nausea,Fatigue,Eye Pressure,
1734,Depression,Pain,Stress,Fatigue,Headaches,
1735,Depression,Pain,Stress,Fatigue,Inflammation,
1736,Insomnia,Pain,Stress,Nausea,Muscle Spasms,
1737,Insomnia,Pain,Stress,Headaches,Muscle Spasms,
1738,Insomnia,Pain,Stress,Nausea,Headache,Inflammation
1739,Depression,Pain,Stress,Fatigue,Eye Pressure,
1740,Pain,Stress,Nausea,Fatigue,Eye Pressure,
1741,Depression,Pain,Stress,Inflammation,Muscle Spasms,
1742,Depression,Insomnia,Stress,Fatigue,Headaches,
1743,Depression,Pain,Stress,Eye Pressure,Muscle Spasms,
1744,Depression,Pain,Stress,Fatigue,Eye Pressure,
1745,Depression,Insomnia,Pain,Stress,Fatigue,
1746,Insomnia,Pain,Stress,Headaches,Muscle Spasms,
1747,Depression,Pain,Stress,Fatigue,Inflammation,
1748,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1749,Depression,Insomnia,Pain,Stress,Muscle Spasms,
1750,Insomnia,Pain,Stress,Lack of Appetite,Nausea,
1751,Depression,Pain,Lack of Appetite,Nausea,Eye Pressure,
1752,Depression,Pain,Stress,Headache,Headaches,Muscle Spasms
1753,Depression,Pain,Stress,Nausea,Muscle Spasms,
1754,Depression,Pain,Stress,Nausea,Headache,Fatigue
1755,Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
1756,Depression,Pain,Stress,Fatigue,Eye Pressure,
1757,Depression,Insomnia,Pain,Stress,Muscle Spasms,
1758,Depression,Pain,Fatigue,Inflammation,Muscle Spasms,
1759,Pain,Stress,Lack of Appetite,Nausea,Spasticity,
1760,Insomnia,Pain,Stress,Headaches,Inflammation,
1761,Depression,Stress,Lack of Appetite,Headaches,Eye Pressure,
1762,Depression,Insomnia,Lack of Appetite,Fatigue,Inflammation,
1763,Depression,Insomnia,Pain,Stress,Cramps,
1764,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1765,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1767,,,,,,
1768,Depression,Stress,Lack of Appetite,Headache,Eye Pressure,Muscle Spasms
1769,Depression,Insomnia,Stress,Headaches,Inflammation,
1770,Depression,Insomnia,Pain,Stress,Headache,Fatigue
1771,Depression,Insomnia,Pain,Lack of Appetite,Headaches,
1772,Depression,Insomnia,Pain,Lack of Appetite,Headaches,
1773,Depression,Stress,Fatigue,Headaches,Inflammation,
1774,,,,,,
1775,Depression,Pain,Stress,Cramps,Muscle Spasms,
1776,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1777,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1778,Depression,Pain,Stress,Fatigue,Inflammation,
1779,Depression,Stress,Fatigue,Eye Pressure,Inflammation,
1780,Pain,Lack of Appetite,Fatigue,Spasticity,Muscle Spasms,
1781,Depression,Stress,Nausea,Headache,Fatigue,Headaches
1782,Depression,Pain,Stress,Fatigue,Eye Pressure,
1783,Insomnia,Pain,Stress,Cramps,Inflammation,
1784,Depression,Insomnia,Stress,,,
1785,Depression,Pain,Stress,Headache,Inflammation,Muscle Spasms
1786,Depression,Insomnia,Pain,Stress,Headache,Fatigue
1787,Depression,Insomnia,Pain,Stress,Headaches,
1789,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1790,Pain,Stress,Nausea,Headaches,Eye Pressure,
1791,Pain,Stress,Headaches,Eye Pressure,,
1792,Pain,Stress,Lack of Appetite,Headache,Headaches,Muscle Spasms
1793,Pain,Stress,Nausea,Headache,Fatigue,Muscle Spasms
1794,Pain,Stress,,,,
1795,Pain,Stress,Cramps,Nausea,Headaches,
1796,Depression,Insomnia,Stress,Lack of Appetite,Nausea,
1797,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
1799,Depression,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
1800,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1802,Insomnia,Pain,Stress,Headache,Fatigue,Eye Pressure
1803,Depression,Pain,Stress,Fatigue,Headaches,
1804,Depression,Pain,Stress,Inflammation,,
1805,Depression,Insomnia,Pain,Stress,Muscle Spasms,
1806,Insomnia,Pain,Stress,Cramps,Inflammation,
1807,Depression,Pain,Stress,Fatigue,Headaches,
1808,Depression,Insomnia,Stress,Eye Pressure,Muscle Spasms,
1809,Depression,Insomnia,Stress,Lack of Appetite,Headaches,
1810,Depression,Insomnia,Pain,Stress,Cramps,
1812,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
1813,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
1814,Depression,Pain,Stress,Cramps,Muscle Spasms,
1815,Depression,Pain,Stress,Cramps,Nausea,
1816,Pain,Stress,Nausea,Headaches,Inflammation,
1817,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
1818,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1819,Insomnia,Pain,Stress,Fatigue,Inflammation,
1820,Depression,Insomnia,Pain,Stress,Inflammation,
1821,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1822,Depression,Pain,Stress,Headaches,Inflammation,
1823,Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms,
1824,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1825,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1826,Depression,Stress,Lack of Appetite,Nausea,Fatigue,
1827,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
1828,Depression,Pain,Stress,Nausea,Fatigue,
1829,Pain,Stress,Nausea,Headache,Inflammation,Muscle Spasms
1830,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1831,Depression,Stress,Fatigue,Headaches,Inflammation,
1832,Depression,Pain,Stress,Nausea,Headache,Fatigue
1833,Depression,Stress,Headache,Fatigue,Headaches,Eye Pressure
1834,Depression,Insomnia,Pain,Stress,Fatigue,
1835,Depression,Stress,Lack of Appetite,Fatigue,Eye Pressure,
1836,Depression,Pain,Stress,Lack of Appetite,Nausea,
1837,Depression,Pain,Stress,Lack of Appetite,Headaches,
1838,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1839,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1840,Depression,Pain,Stress,Lack of Appetite,Nausea,
1841,Depression,Stress,,,,
1842,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1843,Depression,Pain,Stress,Cramps,Headaches,
1844,Depression,Pain,Stress,Fatigue,Headaches,
1845,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1846,Depression,Pain,Stress,Fatigue,Headaches,
1847,Depression,Pain,Stress,Fatigue,Headaches,
1848,Depression,Insomnia,Stress,Fatigue,Headaches,
1849,Depression,Insomnia,Stress,Lack of Appetite,Inflammation,
1850,Depression,Insomnia,Pain,Stress,Fatigue,
1851,Pain,Stress,Lack of Appetite,Nausea,Headache,Fatigue
1852,Depression,Insomnia,Pain,Stress,Nausea,Headache
1853,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1854,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
1855,Depression,Insomnia,Pain,Stress,Fatigue,
1857,Pain,Stress,Lack of Appetite,Nausea,Headache,Inflammation
1858,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1859,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1860,Fatigue,,,,,
1861,Fatigue,,,,,
1862,Depression,Stress,Lack of Appetite,Fatigue,,
1864,Insomnia,Stress,Lack of Appetite,,,
1865,Pain,Stress,Headache,Fatigue,Inflammation,Muscle Spasms
1867,Depression,Pain,Stress,Inflammation,Muscle Spasms,
1868,Depression,Insomnia,Pain,Stress,Nausea,Headache
1869,Depression,Pain,Stress,Nausea,Eye Pressure,
1870,Depression,Insomnia,Pain,Stress,Muscle Spasms,
1871,Depression,Pain,Nausea,Headaches,Inflammation,
1872,Depression,Insomnia,Stress,Fatigue,Headaches,
1873,Insomnia,Pain,Stress,Nausea,Inflammation,
1874,Depression,Stress,Lack of Appetite,Nausea,Headache,Fatigue
1875,Insomnia,Pain,Stress,Lack of Appetite,Eye Pressure,
1876,Depression,Insomnia,Stress,Nausea,,
1877,Depression,Insomnia,Pain,Stress,Headaches,
1878,,,,,,
1879,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1880,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
1881,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1882,Depression,Pain,Stress,Fatigue,Headaches,
1883,Depression,Pain,Headaches,Inflammation,Muscle Spasms,
1884,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
1885,Depression,Headaches,Inflammation,Muscle Spasms,,
1886,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
1887,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1888,Depression,Pain,Stress,Nausea,Fatigue,
1889,Insomnia,Pain,Inflammation,Spasticity,Muscle Spasms,
1890,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1891,Depression,Pain,Stress,Fatigue,Inflammation,
1892,Depression,Stress,Cramps,Fatigue,Inflammation,
1893,Depression,Pain,Stress,Nausea,Fatigue,
1894,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1895,Insomnia,Pain,Stress,Headache,Fatigue,Muscle Spasms
1896,Pain,Stress,Nausea,Fatigue,Eye Pressure,
1897,Stress,Lack of Appetite,Fatigue,Headaches,Eye Pressure,
1898,Depression,Insomnia,Pain,Stress,Nausea,
1899,Depression,Pain,Stress,Fatigue,Muscle Spasms,
1900,Pain,Stress,Nausea,Headaches,Muscle Spasms,
1901,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1902,Depression,Insomnia,Pain,Stress,Headache,Inflammation
1903,Pain,Stress,Fatigue,Spasticity,,
1904,Depression,Pain,Stress,Lack of Appetite,Nausea,
1905,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
1906,Insomnia,Pain,Stress,Inflammation,Muscle Spasms,
1907,Depression,Pain,Stress,Nausea,Headache,Headaches
1908,Depression,Stress,Cramps,Fatigue,Headaches,
1909,Depression,Insomnia,Pain,Stress,Fatigue,
1910,Depression,Pain,Lack of Appetite,Fatigue,Inflammation,
1911,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
1912,Depression,Insomnia,Pain,Stress,Headache,Headaches
1913,Depression,Insomnia,Pain,Stress,Headaches,
1914,Depression,Stress,Fatigue,,,
1915,Depression,Pain,Cramps,Lack of Appetite,Inflammation,
1917,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
1918,Depression,Insomnia,Pain,Stress,Fatigue,
1919,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
1920,Depression,Pain,Stress,Headaches,Inflammation,
1921,Depression,Insomnia,Pain,Stress,Inflammation,
1923,Depression,Insomnia,Pain,Stress,Headaches,
1924,Depression,Insomnia,Pain,Stress,Headache,Eye Pressure
1925,Depression,Pain,Stress,Headache,Fatigue,Inflammation
1926,Depression,Pain,Stress,Nausea,Headaches,
1928,Depression,Stress,Fatigue,,,
1929,Depression,Pain,Stress,Eye Pressure,Muscle Spasms,
1930,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1931,,,,,,
1932,Depression,Pain,Cramps,Nausea,Headache,Muscle Spasms
1933,Depression,Stress,Fatigue,Eye Pressure,Inflammation,
1934,Depression,Insomnia,Pain,,,
1936,Insomnia,Pain,Stress,Headache,Headaches,Inflammation
1937,Depression,Pain,Stress,Headache,Headaches,Inflammation
1938,Depression,Pain,Stress,Headache,Fatigue,Eye Pressure
1939,Depression,Insomnia,Pain,Stress,Headache,Headaches
1940,Depression,Insomnia,Pain,Stress,Fatigue,
1941,Depression,Pain,Stress,Nausea,Headaches,
1942,Depression,Pain,Stress,Fatigue,Inflammation,
1943,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1944,Insomnia,Eye Pressure,,,,
1945,,,,,,
1946,Depression,Pain,Stress,Lack of Appetite,Fatigue,
1947,Depression,Pain,Stress,Fatigue,Headaches,
1949,Fatigue,,,,,
1950,Insomnia,Pain,Stress,Cramps,Lack of Appetite,
1951,Depression,Stress,Inflammation,,,
1952,Depression,Pain,Stress,Fatigue,Eye Pressure,
1953,Depression,Pain,Stress,Headache,Fatigue,Headaches
1954,Depression,Stress,Nausea,Fatigue,Inflammation,
1955,Depression,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
1956,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
1957,Insomnia,Pain,Stress,Nausea,Fatigue,
1960,Depression,Insomnia,Pain,Stress,Inflammation,
1961,Pain,Cramps,Lack of Appetite,Nausea,Fatigue,
1962,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
1963,Pain,Stress,Fatigue,,,
1964,Depression,Pain,Stress,Nausea,Fatigue,
1965,Depression,Insomnia,Pain,Stress,Inflammation,
1966,Depression,Stress,Lack of Appetite,Nausea,Headache,Headaches
1968,Depression,Insomnia,Pain,Lack of Appetite,Headache,Headaches
1969,Insomnia,Pain,Stress,Inflammation,Muscle Spasms,
1970,Pain,Stress,Cramps,Inflammation,Muscle Spasms,
1971,Depression,Pain,Stress,Nausea,Inflammation,
1972,,,,,,
1973,Depression,Pain,Stress,Lack of Appetite,Headaches,
1974,Eye Pressure,,,,,
1975,Depression,Insomnia,Pain,Lack of Appetite,Headaches,
1976,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
1977,Depression,Insomnia,Pain,Stress,Headaches,
1978,Depression,Insomnia,Pain,Stress,Headache,Fatigue
1979,Depression,Insomnia,Pain,Stress,Lack of Appetite,
1980,Depression,Pain,Fatigue,Inflammation,Muscle Spasms,
1981,Depression,Insomnia,Pain,Stress,,
1982,Depression,Pain,Stress,Lack of Appetite,Nausea,
1983,Depression,Pain,Stress,Fatigue,Eye Pressure,
1984,Depression,Stress,Lack of Appetite,Fatigue,Inflammation,
1985,,,,,,
1986,Depression,Pain,Stress,Fatigue,Headaches,
1987,Depression,Pain,Stress,Eye Pressure,Inflammation,
1988,Depression,Pain,Stress,Fatigue,,
1989,Depression,Stress,Lack of Appetite,Nausea,,
1990,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
1991,,,,,,
1992,Depression,Insomnia,Lack of Appetite,,,
1993,Depression,Insomnia,Pain,Stress,Headache,Fatigue
1994,Depression,Insomnia,Stress,Lack of Appetite,Fatigue,
1995,Depression,Pain,Cramps,Inflammation,,
1996,Depression,Pain,Stress,Lack of Appetite,Headaches,
1997,Depression,Stress,Lack of Appetite,,,
1999,Insomnia,Pain,Stress,Inflammation,Muscle Spasms,
2000,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2001,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
2002,Depression,Pain,Stress,Lack of Appetite,Headaches,
2003,Insomnia,Pain,Stress,Cramps,Nausea,
2005,Depression,Pain,Stress,Nausea,Inflammation,
2006,Depression,Stress,Nausea,Fatigue,Inflammation,
2007,Depression,Pain,Stress,Headaches,Inflammation,
2008,Depression,Pain,Stress,Cramps,Nausea,
2009,Depression,Pain,Stress,Lack of Appetite,Fatigue,
2010,Depression,Insomnia,Pain,Stress,Headache,Headaches
2011,Depression,Pain,Stress,Inflammation,Muscle Spasms,
2012,Depression,Insomnia,Pain,Stress,Nausea,Headache
2013,Depression,Pain,Stress,Nausea,Headache,Headaches
2014,Depression,Pain,Stress,Lack of Appetite,Fatigue,
2015,Pain,Lack of Appetite,Headaches,Eye Pressure,Muscle Spasms,
2016,Depression,Stress,Fatigue,Spasticity,,
2017,Depression,Pain,Stress,Fatigue,Headaches,
2018,Depression,Pain,Stress,Headache,Fatigue,Headaches
2019,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
2020,Depression,Insomnia,Pain,Stress,Headache,Inflammation
2022,Insomnia,Pain,Stress,Fatigue,Inflammation,
2023,Stress,Lack of Appetite,,,,
2024,Depression,Stress,Lack of Appetite,Nausea,Fatigue,
2025,Depression,Pain,Stress,Lack of Appetite,Headaches,
2026,Depression,Pain,Stress,Nausea,Inflammation,
2027,Depression,Pain,Stress,Headache,Fatigue,Eye Pressure
2028,Depression,Stress,Fatigue,Headaches,Eye Pressure,
2029,Depression,Stress,Lack of Appetite,Headaches,Inflammation,
2030,Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms,
2031,Depression,Insomnia,Pain,Stress,Nausea,Headache
2032,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
2033,Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms
2034,Depression,Pain,Stress,Nausea,Headache,Fatigue
2035,,,,,,
2036,Depression,Stress,Lack of Appetite,Headache,Fatigue,Headaches
2037,Depression,Stress,Lack of Appetite,Fatigue,,
2038,Depression,Insomnia,Pain,Stress,Headaches,
2039,Depression,Pain,Stress,Lack of Appetite,Nausea,
2040,Depression,Insomnia,Pain,Stress,Nausea,Headache
2041,Depression,Pain,Stress,Lack of Appetite,Headaches,
2042,Depression,Insomnia,Pain,Stress,Fatigue,
2043,Depression,Pain,Stress,Fatigue,Inflammation,
2044,Depression,Insomnia,Stress,Nausea,Headaches,
2045,Depression,Pain,Stress,Lack of Appetite,Inflammation,
2046,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2048,Pain,Cramps,Lack of Appetite,Inflammation,Muscle Spasms,
2050,Depression,Stress,Lack of Appetite,Headache,Fatigue,Headaches
2051,Pain,Stress,Nausea,Inflammation,Spasticity,
2052,Depression,Stress,Nausea,Headaches,Inflammation,
2053,Depression,Pain,Stress,Nausea,Headache,Inflammation
2054,Depression,Pain,Stress,Headache,Fatigue,Headaches
2055,Depression,Pain,Stress,Nausea,Fatigue,
2057,Depression,Insomnia,Pain,Stress,Headache,Headaches
2058,Depression,Insomnia,Pain,Stress,Nausea,
2059,Depression,Pain,Stress,Lack of Appetite,Nausea,
2060,Depression,Pain,Stress,Nausea,Inflammation,
2061,Depression,Pain,Stress,Headache,Fatigue,Headaches
2062,Depression,Insomnia,Pain,Stress,Headaches,
2063,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2064,Depression,Pain,Stress,Fatigue,,
2065,Depression,Pain,Lack of Appetite,Nausea,Eye Pressure,
2066,Depression,Insomnia,Pain,Stress,Nausea,Headache
2067,Insomnia,Pain,Stress,Fatigue,Headaches,
2069,Depression,Pain,Lack of Appetite,Headaches,Inflammation,
2070,Depression,Insomnia,Pain,Stress,Inflammation,
2071,Depression,Pain,Stress,Headaches,Inflammation,
2072,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
2073,Pain,Stress,Headaches,Eye Pressure,Inflammation,
2074,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
2075,Depression,Insomnia,Pain,Stress,Inflammation,
2076,Pain,Stress,,,,
2077,,,,,,
2078,Depression,Pain,Stress,Lack of Appetite,Nausea,Headache
2079,Depression,Insomnia,Pain,Stress,Fatigue,
2080,Depression,Insomnia,Stress,Fatigue,Headaches,
2081,Pain,Cramps,Inflammation,Spasticity,Muscle Spasms,
2082,Depression,Pain,Stress,Nausea,Headache,Headaches
2083,,,,,,
2084,Depression,Pain,Stress,Lack of Appetite,Fatigue,
2085,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
2086,Depression,Stress,Nausea,Headaches,Inflammation,
2087,Insomnia,Pain,Stress,Lack of Appetite,Headache,Inflammation
2088,Depression,Pain,Stress,Lack of Appetite,Fatigue,
2089,Depression,Pain,Stress,Lack of Appetite,Nausea,Headache
2090,Depression,Insomnia,Pain,Stress,Fatigue,
2091,Depression,Pain,Stress,Headaches,Inflammation,
2092,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
2093,Depression,Insomnia,Stress,Headaches,Eye Pressure,
2094,Depression,Stress,Fatigue,,,
2095,Depression,Insomnia,Pain,Stress,Fatigue,
2096,Depression,Insomnia,Pain,Stress,Fatigue,
2097,Depression,Pain,Stress,Nausea,Fatigue,
2098,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
2099,Depression,Insomnia,Pain,Stress,Nausea,
2100,Depression,Pain,Stress,Fatigue,Muscle Spasms,
2101,Depression,Insomnia,Pain,Stress,Nausea,
2102,Depression,Insomnia,Pain,Stress,Headaches,
2103,Depression,Insomnia,Pain,Stress,Headaches,
2104,Depression,Pain,Stress,Headache,Eye Pressure,Inflammation
2105,Pain,Stress,Lack of Appetite,Inflammation,Muscle Spasms,
2106,Depression,Pain,Stress,Cramps,Inflammation,
2107,Depression,Pain,Stress,Lack of Appetite,Muscle Spasms,
2108,Depression,Insomnia,Pain,Stress,Nausea,Headache
2109,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
2110,Depression,Insomnia,Pain,Stress,Lack of Appetite,
2111,Depression,Insomnia,Pain,Stress,Headaches,
2112,Depression,Insomnia,Pain,Stress,Headache,Fatigue
2114,Depression,Stress,Cramps,Fatigue,Headaches,
2115,Pain,Stress,Lack of Appetite,Headaches,Inflammation,
